,dropoff_site,load_time,load_type,load_weight,dropoff_site_new,load_type_new
508304,BALCONES RECYCLING,2017-02-01 10:36:00,RECYCLING - SINGLE STREAM,13280,2,2
350396,TDS LANDFILL,2017-02-01 10:38:00,SWEEPING,12020,1,4
232477,TDS LANDFILL,2017-02-01 10:43:00,GARBAGE COLLECTIONS,7300,1,1
409514,BALCONES RECYCLING,2017-02-01 10:44:00,RECYCLING - SINGLE STREAM,11880,2,2
76252,TDS LANDFILL,2017-02-01 10:45:00,GARBAGE COLLECTIONS,11040,1,1
470464,TDS LANDFILL,2017-02-01 10:45:00,GARBAGE COLLECTIONS,14140,1,1
318160,TDS LANDFILL,2017-02-01 10:46:00,SWEEPING,6660,1,4
142785,BALCONES RECYCLING,2017-02-01 10:47:00,RECYCLING - SINGLE STREAM,11198,2,2
260739,BALCONES RECYCLING,2017-02-01 10:49:00,RECYCLING - SINGLE STREAM,9680,2,2
291306,TDS LANDFILL,2017-02-01 10:51:00,GARBAGE COLLECTIONS,15180,1,1
411664,TDS LANDFILL,2017-02-01 10:56:00,GARBAGE COLLECTIONS,9920,1,1
2614,BALCONES RECYCLING,2017-02-01 10:58:00,RECYCLING - SINGLE STREAM,12660,2,2
489661,TDS LANDFILL,2017-02-01 11:00:00,GARBAGE COLLECTIONS,20600,1,1
188878,TDS LANDFILL,2017-02-01 11:03:00,GARBAGE COLLECTIONS,12940,1,1
274918,TDS LANDFILL,2017-02-01 11:10:00,GARBAGE COLLECTIONS,13700,1,1
481940,TDS LANDFILL,2017-02-01 11:13:00,GARBAGE COLLECTIONS,13720,1,1
255343,BRAKER SITE,2017-02-01 11:15:00,YARD TRIMMING,16500,6,3
551111,BALCONES RECYCLING,2017-02-01 11:17:00,RECYCLING - SINGLE STREAM,12140,2,2
330389,BALCONES RECYCLING,2017-02-01 11:20:00,RECYCLING - SINGLE STREAM,12100,2,2
317024,BALCONES RECYCLING,2017-02-01 11:22:00,RECYCLING - SINGLE STREAM,7960,2,2
350037,TDS LANDFILL,2017-02-01 11:22:00,GARBAGE COLLECTIONS,12840,1,1
323824,BALCONES RECYCLING,2017-02-01 11:23:00,RECYCLING - SINGLE STREAM,11540,2,2
25098,TDS LANDFILL,2017-02-01 11:23:00,GARBAGE COLLECTIONS,17540,1,1
40359,BRAKER SITE,2017-02-01 11:24:00,YARD TRIMMING,15500,6,3
49635,TDS LANDFILL,2017-02-01 11:32:00,GARBAGE COLLECTIONS,3100,1,1
145312,TDS LANDFILL,2017-02-01 11:33:00,GARBAGE COLLECTIONS,13660,1,1
189572,TDS LANDFILL,2017-02-01 11:33:00,GARBAGE COLLECTIONS,13140,1,1
121419,TDS LANDFILL,2017-02-01 11:35:00,GARBAGE COLLECTIONS,13820,1,1
562850,BALCONES RECYCLING,2017-02-01 11:35:00,RECYCLING - SINGLE STREAM,4040,2,2
123686,TDS LANDFILL,2017-02-01 11:37:00,GARBAGE COLLECTIONS,6200,1,1
334459,TDS LANDFILL,2017-02-01 11:37:00,GARBAGE COLLECTIONS,7740,1,1
357549,TDS LANDFILL,2017-02-01 11:38:00,GARBAGE COLLECTIONS,14820,1,1
14199,TDS LANDFILL,2017-02-01 11:40:00,GARBAGE COLLECTIONS,15980,1,1
13620,TDS LANDFILL,2017-02-01 11:45:00,GARBAGE COLLECTIONS,14020,1,1
336892,TDS LANDFILL,2017-02-01 11:46:00,GARBAGE COLLECTIONS,11540,1,1
540570,BALCONES RECYCLING,2017-02-01 11:48:00,RECYCLING - SINGLE STREAM,12120,2,2
268157,TDS LANDFILL,2017-02-01 11:50:00,GARBAGE COLLECTIONS,12680,1,1
294968,TDS LANDFILL,2017-02-01 11:52:00,GARBAGE COLLECTIONS,14180,1,1
338570,BRAKER SITE,2017-02-01 12:00:00,YARD TRIMMING,16500,6,3
493357,TDS LANDFILL,2017-02-01 12:00:00,GARBAGE COLLECTIONS,5620,1,1
409504,TDS LANDFILL,2017-02-01 12:00:00,GARBAGE COLLECTIONS,14940,1,1
219935,TDS LANDFILL,2017-02-01 12:01:00,MIXED LITTER,860,1,7
281481,TDS - MRF,2017-02-01 12:07:00,RECYCLING - SINGLE STREAM,260,4,2
370975,BALCONES RECYCLING,2017-02-01 12:15:00,RECYCLING - SINGLE STREAM,2640,2,2
455908,TDS LANDFILL,2017-02-01 12:18:00,GARBAGE COLLECTIONS,20760,1,1
315979,BRAKER SITE,2017-02-01 12:20:00,YARD TRIMMING,15500,6,3
539065,TDS LANDFILL,2017-02-01 12:29:00,GARBAGE COLLECTIONS,13140,1,1
62598,TDS LANDFILL,2017-02-01 12:31:00,SWEEPING,9600,1,4
451906,BALCONES RECYCLING,2017-02-01 12:32:00,RECYCLING - SINGLE STREAM,2380,2,2
349413,TDS LANDFILL,2017-02-01 12:38:00,GARBAGE COLLECTIONS,20500,1,1
377926,TDS LANDFILL,2017-02-01 12:39:00,GARBAGE COLLECTIONS,5860,1,1
84711,ONION CREEK,2017-02-01 12:40:00,SWEEPING,0,5,4
66530,TDS LANDFILL,2017-02-01 12:42:00,SWEEPING,11080,1,4
560388,BRAKER SITE,2017-02-01 12:45:00,SWEEPING,0,6,4
75567,BALCONES RECYCLING,2017-02-01 12:54:00,RECYCLING - SINGLE STREAM,16000,2,2
475916,TDS LANDFILL,2017-02-01 12:55:00,GARBAGE COLLECTIONS,19420,1,1
477323,BALCONES RECYCLING,2017-02-01 13:03:00,RECYCLING - SINGLE STREAM,12580,2,2
206069,ONION CREEK,2017-02-01 13:10:00,SWEEPING,0,5,4
361798,TDS LANDFILL,2017-02-01 13:16:00,GARBAGE COLLECTIONS,18440,1,1
114547,TDS LANDFILL,2017-02-01 13:21:00,GARBAGE COLLECTIONS,16040,1,1
446636,TDS LANDFILL,2017-02-01 13:23:00,GARBAGE COLLECTIONS,20240,1,1
497225,BALCONES RECYCLING,2017-02-01 13:25:00,RECYCLING - SINGLE STREAM,2360,2,2
445910,TDS LANDFILL,2017-02-01 13:26:00,GARBAGE COLLECTIONS,19920,1,1
138551,BALCONES RECYCLING,2017-02-01 13:29:00,RECYCLING - SINGLE STREAM,2540,2,2
241119,HORNSBY BEND,2017-02-01 13:35:00,BRUSH,7820,3,6
20250,BALCONES RECYCLING,2017-02-01 13:38:00,RECYCLING - SINGLE STREAM,10640,2,2
97415,TDS LANDFILL,2017-02-01 13:38:00,GARBAGE COLLECTIONS,22040,1,1
40993,BALCONES RECYCLING,2017-02-01 13:39:00,RECYCLING - SINGLE STREAM,18560,2,2
7117,HORNSBY BEND,2017-02-01 13:41:00,BRUSH,4440,3,6
58293,ONION CREEK,2017-02-01 13:45:00,SWEEPING,0,5,4
336263,TDS LANDFILL,2017-02-01 13:45:00,GARBAGE COLLECTIONS,12780,1,1
73864,TDS LANDFILL,2017-02-01 13:46:00,GARBAGE COLLECTIONS,18140,1,1
474208,BALCONES RECYCLING,2017-02-01 13:48:00,RECYCLING - SINGLE STREAM,20017,2,2
521574,TDS LANDFILL,2017-02-01 13:51:00,GARBAGE COLLECTIONS,16660,1,1
164336,TDS LANDFILL,2017-02-01 13:54:00,GARBAGE COLLECTIONS,23800,1,1
356349,TDS LANDFILL,2017-02-01 13:56:00,GARBAGE COLLECTIONS,7800,1,1
116576,TDS LANDFILL,2017-02-01 13:59:00,GARBAGE COLLECTIONS,12100,1,1
264374,ONION CREEK,2017-02-01 14:00:00,SWEEPING,0,5,4
198596,TDS LANDFILL,2017-02-01 14:04:00,GARBAGE COLLECTIONS,24360,1,1
447635,ORGANICS BY GOSH,2017-02-01 14:27:00,YARD TRIMMING,16120,8,3
452067,ORGANICS BY GOSH,2017-02-01 14:29:00,YARD TRIMMING,19280,8,3
176668,BALCONES RECYCLING,2017-02-01 14:30:00,RECYCLING - SINGLE STREAM,19880,2,2
238076,TDS LANDFILL,2017-02-01 14:40:00,GARBAGE COLLECTIONS,24120,1,1
546169,TDS LANDFILL,2017-02-01 14:47:00,GARBAGE COLLECTIONS,35180,1,1
208631,BALCONES RECYCLING,2017-02-01 14:49:00,RECYCLING - SINGLE STREAM,11600,2,2
381202,TDS LANDFILL,2017-02-01 14:49:00,GARBAGE COLLECTIONS,22080,1,1
472018,HORNSBY BEND,2017-02-01 14:54:00,YARD TRIMMING,14020,3,3
180018,HORNSBY BEND,2017-02-01 14:58:00,YARD TRIMMING,10340,3,3
255924,BALCONES RECYCLING,2017-02-01 15:00:00,RECYCLING - SINGLE STREAM,12293,2,2
325880,HORNSBY BEND,2017-02-01 15:01:00,YARD TRIMMING,6380,3,3
129383,BALCONES RECYCLING,2017-02-01 15:01:00,RECYCLING - SINGLE STREAM,11640,2,2
18096,ORGANICS BY GOSH,2017-02-01 15:01:00,YARD TRIMMING,17160,8,3
431509,BALCONES RECYCLING,2017-02-01 15:02:00,RECYCLING - SINGLE STREAM,6880,2,2
322702,HORNSBY BEND,2017-02-01 15:04:00,BRUSH,5520,3,6
514621,HORNSBY BEND,2017-02-01 15:05:00,YARD TRIMMING,16260,3,3
118358,BALCONES RECYCLING,2017-02-01 15:19:00,RECYCLING - SINGLE STREAM,19160,2,2
536767,HORNSBY BEND,2017-02-01 15:19:00,BRUSH,11500,3,6
427722,HORNSBY BEND,2017-02-01 15:20:00,YARD TRIMMING,13900,3,3
518745,HORNSBY BEND,2017-02-01 15:22:00,BRUSH,11840,3,6
231354,BALCONES RECYCLING,2017-02-01 15:23:00,RECYCLING - SINGLE STREAM,10020,2,2
195321,HORNSBY BEND,2017-02-01 15:23:00,YARD TRIMMING,12200,3,3
157296,HORNSBY BEND,2017-02-01 15:25:00,BRUSH,8320,3,6
127895,BALCONES RECYCLING,2017-02-01 15:25:00,RECYCLING - SINGLE STREAM,15380,2,2
273760,HORNSBY BEND,2017-02-01 15:25:00,YARD TRIMMING,12060,3,3
480707,BALCONES RECYCLING,2017-02-01 15:26:00,RECYCLING - SINGLE STREAM,11200,2,2
392435,BALCONES RECYCLING,2017-02-01 15:28:00,RECYCLING - SINGLE STREAM,8540,2,2
563445,HORNSBY BEND,2017-02-01 15:29:00,YARD TRIMMING,16900,3,3
170746,BALCONES RECYCLING,2017-02-01 15:30:00,RECYCLING - SINGLE STREAM,7040,2,2
119787,TDS LANDFILL,2017-02-01 15:31:00,GARBAGE COLLECTIONS,9680,1,1
157452,TDS LANDFILL,2017-02-01 15:35:00,GARBAGE COLLECTIONS,23440,1,1
426706,BALCONES RECYCLING,2017-02-01 15:39:00,RECYCLING - SINGLE STREAM,13520,2,2
536158,HORNSBY BEND,2017-02-01 15:39:00,YARD TRIMMING,4420,3,3
498183,TDS LANDFILL,2017-02-01 15:40:00,GARBAGE COLLECTIONS,9880,1,1
209272,BALCONES RECYCLING,2017-02-01 15:43:00,RECYCLING - SINGLE STREAM,18120,2,2
278652,TDS LANDFILL,2017-02-01 15:45:00,GARBAGE COLLECTIONS,18240,1,1
196575,BALCONES RECYCLING,2017-02-01 15:45:00,RECYCLING - SINGLE STREAM,12500,2,2
410411,TDS LANDFILL,2017-02-01 15:49:00,GARBAGE COLLECTIONS,10420,1,1
194855,TDS LANDFILL,2017-02-01 15:57:00,GARBAGE COLLECTIONS,7780,1,1
537554,TDS LANDFILL,2017-02-01 16:00:00,GARBAGE COLLECTIONS,10560,1,1
264131,TDS LANDFILL,2017-02-01 16:00:00,GARBAGE COLLECTIONS,5680,1,1
68505,BALCONES RECYCLING,2017-02-01 16:02:00,RECYCLING - SINGLE STREAM,11260,2,2
539584,BALCONES RECYCLING,2017-02-01 16:03:00,RECYCLING - SINGLE STREAM,9418,2,2
493696,TDS LANDFILL,2017-02-01 16:12:00,GARBAGE COLLECTIONS,8160,1,1
198577,TDS LANDFILL,2017-02-01 16:13:00,GARBAGE COLLECTIONS,8200,1,1
319830,TDS LANDFILL,2017-02-01 16:15:00,GARBAGE COLLECTIONS,18000,1,1
161241,TDS LANDFILL,2017-02-01 16:15:00,GARBAGE COLLECTIONS,14260,1,1
253734,BALCONES RECYCLING,2017-02-01 16:15:00,RECYCLING - SINGLE STREAM,5700,2,2
244210,TDS LANDFILL,2017-02-01 16:16:00,GARBAGE COLLECTIONS,11480,1,1
481155,BALCONES RECYCLING,2017-02-01 16:16:00,RECYCLING - SINGLE STREAM,10480,2,2
503426,HORNSBY BEND,2017-02-01 16:17:00,YARD TRIMMING,8800,3,3
358934,BALCONES RECYCLING,2017-02-01 16:18:00,RECYCLING - SINGLE STREAM,2360,2,2
171348,BALCONES RECYCLING,2017-02-01 16:30:00,RECYCLING - SINGLE STREAM,7460,2,2
413508,TDS LANDFILL,2017-02-01 16:34:00,GARBAGE COLLECTIONS,6320,1,1
198105,ORGANICS BY GOSH,2017-02-01 16:37:00,YARD TRIMMING,14760,8,3
77496,TDS LANDFILL,2017-02-01 16:39:00,GARBAGE COLLECTIONS,11160,1,1
65473,TDS LANDFILL,2017-02-01 16:40:00,GARBAGE COLLECTIONS,10340,1,1
336902,TDS LANDFILL,2017-02-01 16:45:00,GARBAGE COLLECTIONS,15440,1,1
491549,TDS LANDFILL,2017-02-01 16:47:00,GARBAGE COLLECTIONS,15400,1,1
157382,TDS LANDFILL,2017-02-01 16:48:00,GARBAGE COLLECTIONS,13300,1,1
220510,TDS LANDFILL,2017-02-01 16:50:00,GARBAGE COLLECTIONS,8060,1,1
20329,TDS LANDFILL,2017-02-01 16:54:00,GARBAGE COLLECTIONS,11780,1,1
156528,TDS LANDFILL,2017-02-01 16:55:00,GARBAGE COLLECTIONS,12320,1,1
349752,TDS LANDFILL,2017-02-01 16:56:00,GARBAGE COLLECTIONS,11260,1,1
50408,TDS LANDFILL,2017-02-01 16:58:00,GARBAGE COLLECTIONS,10900,1,1
206094,TDS LANDFILL,2017-02-01 16:59:00,GARBAGE COLLECTIONS,12520,1,1
128732,TDS LANDFILL,2017-02-01 17:01:00,GARBAGE COLLECTIONS,7540,1,1
163331,TDS LANDFILL,2017-02-01 17:02:00,GARBAGE COLLECTIONS,7660,1,1
406968,TDS LANDFILL,2017-02-01 17:03:00,GARBAGE COLLECTIONS,9980,1,1
474958,TDS LANDFILL,2017-02-01 17:30:00,GARBAGE COLLECTIONS,18160,1,1
319680,TDS LANDFILL,2017-02-02 00:00:00,BULK,8800,1,5
476086,ONION CREEK,2017-02-02 00:00:00,SWEEPING,0,5,4
458997,TDS LANDFILL,2017-02-02 00:00:00,BULK,11120,1,5
88466,TDS LANDFILL,2017-02-02 00:00:00,BULK,4640,1,5
162571,TDS LANDFILL,2017-02-02 00:00:00,BULK,9280,1,5
411217,TDS LANDFILL,2017-02-02 00:00:00,BULK,9480,1,5
488992,TDS LANDFILL,2017-02-02 00:00:00,BULK,8700,1,5
385043,TDS LANDFILL,2017-02-02 00:00:00,BULK,8500,1,5
445298,ONION CREEK,2017-02-02 00:00:00,SWEEPING,0,5,4
486719,MRF,2017-02-02 00:00:00,TIRES,740,9,7
327408,TDS LANDFILL,2017-02-02 00:00:00,DEAD ANIMAL,350,1,7
254181,TDS LANDFILL,2017-02-02 00:00:00,BULK,3620,1,5
233771,TDS LANDFILL,2017-02-02 00:00:00,BULK,6560,1,5
65249,ONION CREEK,2017-02-02 00:00:00,SWEEPING,0,5,4
246414,TDS LANDFILL,2017-02-02 00:00:00,BULK,10560,1,5
175224,TDS LANDFILL,2017-02-02 00:00:00,BULK,4560,1,5
390564,ONION CREEK,2017-02-02 00:00:00,SWEEPING,0,5,4
475575,BALCONES RECYCLING,2017-02-02 00:00:00,RECYCLING - SINGLE STREAM,14180,2,2
91976,BALCONES RECYCLING,2017-02-02 01:50:00,RECYCLING - SINGLE STREAM,10180,2,2
454301,BALCONES RECYCLING,2017-02-02 01:57:00,RECYCLING - SINGLE STREAM,6120,2,2
99367,HORNSBY BEND,2017-02-02 07:45:00,YARD TRIMMING,3980,3,3
542957,TDS LANDFILL,2017-02-02 07:50:00,SWEEPING,11740,1,4
229543,HORNSBY BEND,2017-02-02 08:05:00,BRUSH,4900,3,6
455142,TDS LANDFILL,2017-02-02 08:12:00,SWEEPING,4860,1,4
113800,BALCONES RECYCLING,2017-02-02 09:00:00,RECYCLING - SINGLE STREAM,13060,2,2
425350,TDS LANDFILL,2017-02-02 09:30:00,GARBAGE COLLECTIONS,13320,1,1
313637,BALCONES RECYCLING,2017-02-02 09:51:00,RECYCLING - SINGLE STREAM,6740,2,2
433032,BRAKER SITE,2017-02-02 09:58:00,YARD TRIMMING,15500,6,3
195255,BRAKER SITE,2017-02-02 10:00:00,SWEEPING,0,6,4
453358,BRAKER SITE,2017-02-02 10:15:00,YARD TRIMMING,15500,6,3
79830,BRAKER SITE,2017-02-02 10:15:00,SWEEPING,0,6,4
381260,BRAKER SITE,2017-02-02 10:21:00,YARD TRIMMING,15500,6,3
563148,ON ROUTE HIGH DUMP,2017-02-02 10:22:00,SWEEPING,0,7,4
8747,ON ROUTE HIGH DUMP,2017-02-02 10:25:00,SWEEPING,0,7,4
297803,ON ROUTE HIGH DUMP,2017-02-02 10:30:00,SWEEPING,0,7,4
333609,BRAKER SITE,2017-02-02 10:30:00,YARD TRIMMING,15500,6,3
307548,BALCONES RECYCLING,2017-02-02 10:30:00,RECYCLING - SINGLE STREAM,11960,2,2
520052,TDS LANDFILL,2017-02-02 10:34:00,GARBAGE COLLECTIONS,13800,1,1
553706,HORNSBY BEND,2017-02-02 10:34:00,YARD TRIMMING,15160,3,3
293536,BRAKER SITE,2017-02-02 10:35:00,YARD TRIMMING,15500,6,3
393477,BALCONES RECYCLING,2017-02-02 10:38:00,RECYCLING - SINGLE STREAM,11540,2,2
129690,BALCONES RECYCLING,2017-02-02 10:42:00,RECYCLING - SINGLE STREAM,13940,2,2
379476,BALCONES RECYCLING,2017-02-02 10:44:00,RECYCLING - SINGLE STREAM,12060,2,2
65776,BALCONES RECYCLING,2017-02-02 10:52:00,RECYCLING - SINGLE STREAM,12578,2,2
267303,BRAKER SITE,2017-02-02 10:54:00,SWEEPING,0,6,4
380171,BALCONES RECYCLING,2017-02-02 10:56:00,RECYCLING - SINGLE STREAM,12760,2,2
12049,BRAKER SITE,2017-02-02 11:00:00,YARD TRIMMING,15500,6,3
280777,BALCONES RECYCLING,2017-02-02 11:19:00,RECYCLING - SINGLE STREAM,12340,2,2
367073,BRAKER SITE,2017-02-02 11:23:00,YARD TRIMMING,16500,6,3
549550,HORNSBY BEND,2017-02-02 11:25:00,YARD TRIMMING,15880,3,3
211988,HORNSBY BEND,2017-02-02 11:32:00,BRUSH,7100,3,6
414901,TDS LANDFILL,2017-02-02 11:37:00,GARBAGE COLLECTIONS,9540,1,1
211080,ON ROUTE HIGH DUMP,2017-02-02 11:37:00,SWEEPING,0,7,4
458849,TDS LANDFILL,2017-02-02 11:37:00,GARBAGE COLLECTIONS,13760,1,1
242216,TDS LANDFILL,2017-02-02 11:46:00,GARBAGE COLLECTIONS,18000,1,1
126158,TDS LANDFILL,2017-02-02 11:53:00,GARBAGE COLLECTIONS,7580,1,1
251972,TDS LANDFILL,2017-02-02 11:58:00,GARBAGE COLLECTIONS,19400,1,1
8276,TDS LANDFILL,2017-02-02 12:01:00,GARBAGE COLLECTIONS,5560,1,1
269911,TDS LANDFILL,2017-02-02 12:05:00,GARBAGE COLLECTIONS,19800,1,1
507662,BALCONES RECYCLING,2017-02-02 12:08:00,RECYCLING - SINGLE STREAM,9030,2,2
419691,TDS LANDFILL,2017-02-02 12:14:00,GARBAGE COLLECTIONS,16900,1,1
158818,TDS LANDFILL,2017-02-02 12:15:00,GARBAGE COLLECTIONS,21620,1,1
480624,TDS LANDFILL,2017-02-02 12:23:00,GARBAGE COLLECTIONS,6120,1,1
214318,TDS LANDFILL,2017-02-02 12:30:00,GARBAGE COLLECTIONS,6280,1,1
443162,TDS LANDFILL,2017-02-02 12:30:00,GARBAGE COLLECTIONS,22340,1,1
250599,TDS LANDFILL,2017-02-02 12:30:00,GARBAGE COLLECTIONS,13060,1,1
159384,TDS LANDFILL,2017-02-02 12:30:00,GARBAGE COLLECTIONS,15240,1,1
216401,TDS LANDFILL,2017-02-02 12:35:00,GARBAGE COLLECTIONS,18700,1,1
26531,ON ROUTE HIGH DUMP,2017-02-02 12:38:00,SWEEPING,0,7,4
429219,TDS LANDFILL,2017-02-02 12:39:00,GARBAGE COLLECTIONS,22840,1,1
31400,TDS LANDFILL,2017-02-02 12:40:00,GARBAGE COLLECTIONS,19220,1,1
227024,TDS LANDFILL,2017-02-02 12:43:00,GARBAGE COLLECTIONS,3420,1,1
503727,TDS LANDFILL,2017-02-02 12:43:00,GARBAGE COLLECTIONS,15360,1,1
326985,BALCONES RECYCLING,2017-02-02 12:43:00,RECYCLING - SINGLE STREAM,9580,2,2
106191,BRAKER SITE,2017-02-02 12:46:00,SWEEPING,0,6,4
158706,TDS LANDFILL,2017-02-02 12:51:00,GARBAGE COLLECTIONS,13340,1,1
311719,TDS LANDFILL,2017-02-02 12:53:00,GARBAGE COLLECTIONS,22640,1,1
1293,BALCONES RECYCLING,2017-02-02 12:54:00,RECYCLING - SINGLE STREAM,12040,2,2
489945,TDS LANDFILL,2017-02-02 12:55:00,GARBAGE COLLECTIONS,19420,1,1
63727,TDS LANDFILL,2017-02-02 12:55:00,GARBAGE COLLECTIONS,22140,1,1
318999,TDS LANDFILL,2017-02-02 12:55:00,GARBAGE COLLECTIONS,22200,1,1
7376,TDS LANDFILL,2017-02-02 12:58:00,GARBAGE COLLECTIONS,6340,1,1
48996,BALCONES RECYCLING,2017-02-02 13:00:00,RECYCLING - SINGLE STREAM,12260,2,2
505040,TDS LANDFILL,2017-02-02 13:03:00,GARBAGE COLLECTIONS,1980,1,1
252361,ONION CREEK,2017-02-02 13:05:00,SWEEPING,0,5,4
259438,HORNSBY BEND,2017-02-02 13:07:00,BRUSH,8300,3,6
20390,TDS LANDFILL,2017-02-02 13:08:00,GARBAGE COLLECTIONS,17840,1,1
186214,TDS LANDFILL,2017-02-02 13:09:00,GARBAGE COLLECTIONS,25580,1,1
455526,TDS LANDFILL,2017-02-02 13:10:00,SWEEPING,8280,1,4
269728,TDS LANDFILL,2017-02-02 13:10:00,GARBAGE COLLECTIONS,19620,1,1
323309,HORNSBY BEND,2017-02-02 13:13:00,YARD TRIMMING,11900,3,3
554279,TDS LANDFILL,2017-02-02 13:18:00,GARBAGE COLLECTIONS,10120,1,1
161958,HORNSBY BEND,2017-02-02 13:18:00,YARD TRIMMING,16300,3,3
132117,BALCONES RECYCLING,2017-02-02 13:22:00,RECYCLING - SINGLE STREAM,14620,2,2
72458,BALCONES RECYCLING,2017-02-02 13:24:00,RECYCLING - SINGLE STREAM,17360,2,2
556239,ONION CREEK,2017-02-02 13:25:00,SWEEPING,0,5,4
514895,BALCONES RECYCLING,2017-02-02 13:25:00,RECYCLING - SINGLE STREAM,18397,2,2
253638,BALCONES RECYCLING,2017-02-02 13:28:00,RECYCLING - SINGLE STREAM,14560,2,2
23839,BALCONES RECYCLING,2017-02-02 13:41:00,RECYCLING - SINGLE STREAM,13780,2,2
196792,ONION CREEK,2017-02-02 13:45:00,SWEEPING,0,5,4
509134,BRAKER SITE,2017-02-02 13:46:00,SWEEPING,0,6,4
231936,TDS LANDFILL,2017-02-02 13:50:00,GARBAGE COLLECTIONS,17700,1,1
157997,TDS LANDFILL,2017-02-02 14:00:00,GARBAGE COLLECTIONS,25360,1,1
54735,TDS LANDFILL,2017-02-02 14:06:00,GARBAGE COLLECTIONS,22580,1,1
100283,HORNSBY BEND,2017-02-02 14:06:00,BRUSH,12620,3,6
376740,HORNSBY BEND,2017-02-02 14:10:00,BRUSH,3900,3,6
305364,BALCONES RECYCLING,2017-02-02 14:15:00,RECYCLING - SINGLE STREAM,9080,2,2
407381,BALCONES RECYCLING,2017-02-02 14:18:00,RECYCLING - SINGLE STREAM,6420,2,2
307498,TDS LANDFILL,2017-02-02 14:19:00,GARBAGE COLLECTIONS,25160,1,1
42111,TDS LANDFILL,2017-02-02 14:20:00,GARBAGE COLLECTIONS,22460,1,1
525704,TDS LANDFILL,2017-02-02 14:20:00,GARBAGE COLLECTIONS,26700,1,1
155419,TDS LANDFILL,2017-02-02 14:20:00,GARBAGE COLLECTIONS,23860,1,1
319597,TDS LANDFILL,2017-02-02 14:21:00,GARBAGE COLLECTIONS,25120,1,1
529315,TDS LANDFILL,2017-02-02 14:24:00,GARBAGE COLLECTIONS,24040,1,1
375961,HORNSBY BEND,2017-02-02 14:24:00,BRUSH,4480,3,6
525389,TDS LANDFILL,2017-02-02 14:26:00,GARBAGE COLLECTIONS,24640,1,1
416237,TDS LANDFILL,2017-02-02 14:30:00,GARBAGE COLLECTIONS,26140,1,1
11140,TDS LANDFILL,2017-02-02 14:30:00,GARBAGE COLLECTIONS,21820,1,1
405970,TDS LANDFILL,2017-02-02 14:30:00,GARBAGE COLLECTIONS,23020,1,1
368155,BALCONES RECYCLING,2017-02-02 14:33:00,RECYCLING - SINGLE STREAM,7660,2,2
424460,HORNSBY BEND,2017-02-02 14:33:00,YARD TRIMMING,16400,3,3
495584,TDS LANDFILL,2017-02-02 14:36:00,GARBAGE COLLECTIONS,23220,1,1
466808,BALCONES RECYCLING,2017-02-02 14:39:00,RECYCLING - SINGLE STREAM,15940,2,2
191767,TDS LANDFILL,2017-02-02 14:40:00,GARBAGE COLLECTIONS,25540,1,1
539980,ORGANICS BY GOSH,2017-02-02 14:41:00,YARD TRIMMING,16240,8,3
504609,ORGANICS BY GOSH,2017-02-02 14:42:00,YARD TRIMMING,14980,8,3
77876,HORNSBY BEND,2017-02-02 14:44:00,YARD TRIMMING,11640,3,3
218659,TDS LANDFILL,2017-02-02 14:47:00,GARBAGE COLLECTIONS,25940,1,1
485658,TDS LANDFILL,2017-02-02 14:47:00,GARBAGE COLLECTIONS,24940,1,1
263620,TDS LANDFILL,2017-02-02 14:48:00,GARBAGE COLLECTIONS,6320,1,1
490041,HORNSBY BEND,2017-02-02 14:57:00,YARD TRIMMING,7160,3,3
159589,HORNSBY BEND,2017-02-02 14:57:00,YARD TRIMMING,6740,3,3
345727,HORNSBY BEND,2017-02-02 14:58:00,YARD TRIMMING,11000,3,3
244849,HORNSBY BEND,2017-02-02 15:02:00,YARD TRIMMING,9600,3,3
109211,HORNSBY BEND,2017-02-02 15:03:00,YARD TRIMMING,3780,3,3
556837,TDS LANDFILL,2017-02-02 15:08:00,GARBAGE COLLECTIONS,21540,1,1
368599,BALCONES RECYCLING,2017-02-02 15:14:00,RECYCLING - SINGLE STREAM,8860,2,2
96922,TDS LANDFILL,2017-02-02 15:15:00,GARBAGE COLLECTIONS,22780,1,1
462174,TDS LANDFILL,2017-02-02 15:21:00,GARBAGE COLLECTIONS,19460,1,1
196761,BALCONES RECYCLING,2017-02-02 15:26:00,RECYCLING - SINGLE STREAM,7738,2,2
336510,ORGANICS BY GOSH,2017-02-02 15:29:00,YARD TRIMMING,14320,8,3
242046,TDS LANDFILL,2017-02-02 15:30:00,GARBAGE COLLECTIONS,14240,1,1
460318,TDS LANDFILL,2017-02-02 15:30:00,GARBAGE COLLECTIONS,23720,1,1
121028,ORGANICS BY GOSH,2017-02-02 15:33:00,YARD TRIMMING,17520,8,3
378809,HORNSBY BEND,2017-02-02 15:36:00,YARD TRIMMING,3400,3,3
480610,TDS LANDFILL,2017-02-02 15:40:00,GARBAGE COLLECTIONS,19640,1,1
19179,HORNSBY BEND,2017-02-02 15:54:00,YARD TRIMMING,9340,3,3
355783,HORNSBY BEND,2017-02-02 15:58:00,YARD TRIMMING,5140,3,3
540250,HORNSBY BEND,2017-02-02 15:58:00,YARD TRIMMING,7860,3,3
544575,TDS LANDFILL,2017-02-02 16:01:00,GARBAGE COLLECTIONS,16520,1,1
32368,HORNSBY BEND,2017-02-02 16:13:00,YARD TRIMMING,15120,3,3
