,dropoff_site,load_time,load_type,load_weight,dropoff_site_new,load_type_new
28380,TDS - MRF,2017-04-18 09:30:00,RECYCLING - SINGLE STREAM,10560,4,2
370559,TDS - MRF,2017-04-18 09:34:00,RECYCLING - SINGLE STREAM,9300,4,2
140324,ON ROUTE HIGH DUMP,2017-04-18 09:35:00,SWEEPING,0,7,4
536127,HORNSBY BEND,2017-04-18 09:54:00,BRUSH,10560,3,6
461062,TDS - MRF,2017-04-18 09:56:00,RECYCLING - SINGLE STREAM,9460,4,2
225921,TDS - MRF,2017-04-18 10:00:00,RECYCLING - SINGLE STREAM,11233,4,2
445663,TDS - MRF,2017-04-18 10:00:00,RECYCLING - SINGLE STREAM,10980,4,2
524538,TDS - MRF,2017-04-18 10:00:00,RECYCLING - SINGLE STREAM,12120,4,2
510038,TDS - MRF,2017-04-18 10:20:00,RECYCLING - SINGLE STREAM,12800,4,2
298043,ON ROUTE HIGH DUMP,2017-04-18 10:20:00,SWEEPING,0,7,4
519165,ON ROUTE HIGH DUMP,2017-04-18 10:21:00,SWEEPING,0,7,4
312282,TDS - MRF,2017-04-18 10:24:00,RECYCLING - SINGLE STREAM,13620,4,2
194324,TDS - MRF,2017-04-18 10:32:00,RECYCLING - SINGLE STREAM,12280,4,2
200459,HORNSBY BEND,2017-04-18 10:35:00,BRUSH,7240,3,6
528906,HORNSBY BEND,2017-04-18 10:42:00,BRUSH,9580,3,6
216653,ON ROUTE HIGH DUMP,2017-04-18 10:45:00,SWEEPING,0,7,4
301056,HORNSBY BEND,2017-04-18 10:46:00,BRUSH,6380,3,6
242203,TDS - MRF,2017-04-18 10:50:00,RECYCLING - SINGLE STREAM,12940,4,2
561263,TDS - MRF,2017-04-18 10:53:00,RECYCLING - SINGLE STREAM,12060,4,2
563367,HORNSBY BEND,2017-04-18 10:54:00,BRUSH,7900,3,6
468727,TDS - MRF,2017-04-18 11:04:00,RECYCLING - SINGLE STREAM,9840,4,2
165061,TDS - MRF,2017-04-18 11:08:00,RECYCLING - SINGLE STREAM,12340,4,2
41160,TDS - MRF,2017-04-18 11:09:00,RECYCLING - SINGLE STREAM,9780,4,2
404675,TDS - MRF,2017-04-18 11:09:00,RECYCLING - SINGLE STREAM,9380,4,2
276853,TDS - MRF,2017-04-18 11:15:00,RECYCLING - SINGLE STREAM,12860,4,2
17732,TDS LANDFILL,2017-04-18 11:17:00,GARBAGE COLLECTIONS,4740,1,1
561951,ON ROUTE HIGH DUMP,2017-04-18 11:21:00,SWEEPING,0,7,4
332333,TDS LANDFILL,2017-04-18 11:30:00,MIXED LITTER,3060,1,7
410741,TDS LANDFILL,2017-04-18 11:32:00,GARBAGE COLLECTIONS,7540,1,1
487481,TDS - MRF,2017-04-18 11:36:00,RECYCLING - SINGLE STREAM,6260,4,2
302242,TDS LANDFILL,2017-04-18 11:36:00,GARBAGE COLLECTIONS,16680,1,1
85985,HORNSBY BEND,2017-04-18 11:40:00,YARD TRIMMING,18780,3,3
503605,ONION CREEK,2017-04-18 11:40:00,SWEEPING,0,5,4
467543,TDS - MRF,2017-04-18 11:49:00,RECYCLING - SINGLE STREAM,13100,4,2
112830,HORNSBY BEND,2017-04-18 11:50:00,BRUSH,12380,3,6
233843,TDS - MRF,2017-04-18 11:51:00,RECYCLING - SINGLE STREAM,4780,4,2
153243,TDS - MRF,2017-04-18 11:51:00,RECYCLING - SINGLE STREAM,8720,4,2
39717,TDS - MRF,2017-04-18 11:55:00,RECYCLING - SINGLE STREAM,280,4,2
414274,TDS LANDFILL,2017-04-18 11:55:00,GARBAGE COLLECTIONS,15380,1,1
534863,TDS LANDFILL,2017-04-18 11:56:00,GARBAGE COLLECTIONS,13380,1,1
266799,TDS - MRF,2017-04-18 11:56:00,RECYCLING - SINGLE STREAM,12960,4,2
155047,TDS - MRF,2017-04-18 11:56:00,RECYCLING - SINGLE STREAM,12280,4,2
136610,TDS - MRF,2017-04-18 11:59:00,RECYCLING - SINGLE STREAM,11020,4,2
41226,TDS LANDFILL,2017-04-18 11:59:00,GARBAGE COLLECTIONS,12340,1,1
223995,TDS - MRF,2017-04-18 12:00:00,RECYCLING - SINGLE STREAM,11000,4,2
24363,TDS - MRF,2017-04-18 12:00:00,RECYCLING - SINGLE STREAM,4600,4,2
83130,TDS - MRF,2017-04-18 12:00:00,RECYCLING - SINGLE STREAM,3680,4,2
137128,HORNSBY BEND,2017-04-18 12:05:00,YARD TRIMMING,19420,3,3
483762,ONION CREEK,2017-04-18 12:12:00,SWEEPING,0,5,4
529523,TDS - MRF,2017-04-18 12:13:00,RECYCLING - SINGLE STREAM,7220,4,2
93346,TDS - MRF,2017-04-18 12:14:00,RECYCLING - SINGLE STREAM,13200,4,2
58203,TDS LANDFILL,2017-04-18 12:16:00,GARBAGE COLLECTIONS,15380,1,1
243228,TDS LANDFILL,2017-04-18 12:17:00,GARBAGE COLLECTIONS,11100,1,1
437718,TDS LANDFILL,2017-04-18 12:19:00,GARBAGE COLLECTIONS,6380,1,1
149592,TDS LANDFILL,2017-04-18 12:27:00,SWEEPING,13680,1,4
369535,TDS LANDFILL,2017-04-18 12:27:00,GARBAGE COLLECTIONS,21900,1,1
488370,TDS - MRF,2017-04-18 12:29:00,RECYCLING - SINGLE STREAM,4940,4,2
504326,TDS LANDFILL,2017-04-18 12:29:00,GARBAGE COLLECTIONS,17340,1,1
445236,TDS LANDFILL,2017-04-18 12:30:00,GARBAGE COLLECTIONS,9060,1,1
122655,TDS LANDFILL,2017-04-18 12:30:00,GARBAGE COLLECTIONS,11640,1,1
534503,TDS LANDFILL,2017-04-18 12:30:00,GARBAGE COLLECTIONS,13560,1,1
547196,TDS LANDFILL,2017-04-18 12:32:00,GARBAGE COLLECTIONS,19300,1,1
23725,TDS LANDFILL,2017-04-18 12:40:00,GARBAGE COLLECTIONS,25100,1,1
208454,TDS LANDFILL,2017-04-18 12:43:00,GARBAGE COLLECTIONS,6520,1,1
392186,HORNSBY BEND,2017-04-18 12:46:00,BRUSH,11260,3,6
39874,TDS - MRF,2017-04-18 12:47:00,RECYCLING - SINGLE STREAM,4740,4,2
227370,TDS LANDFILL,2017-04-18 12:48:00,GARBAGE COLLECTIONS,20700,1,1
166814,TDS LANDFILL,2017-04-18 12:50:00,GARBAGE COLLECTIONS,21320,1,1
34178,TDS LANDFILL,2017-04-18 12:51:00,GARBAGE COLLECTIONS,17740,1,1
491008,TDS LANDFILL,2017-04-18 12:53:00,GARBAGE COLLECTIONS,9880,1,1
214792,BALCONES RECYCLING,2017-04-18 13:00:00,RECYCLING - SINGLE STREAM,5360,2,2
30709,GREAT NORTHERN,2017-04-18 13:00:00,GARBAGE COLLECTIONS,7340,9,1
402377,TDS - MRF,2017-04-18 13:00:00,RECYCLING - SINGLE STREAM,7033,4,2
31356,HORNSBY BEND,2017-04-18 13:01:00,YARD TRIMMING,21080,3,3
560286,TDS LANDFILL,2017-04-18 13:03:00,GARBAGE COLLECTIONS,23960,1,1
287231,TDS LANDFILL,2017-04-18 13:04:00,GARBAGE COLLECTIONS,20500,1,1
321298,HORNSBY BEND,2017-04-18 13:06:00,YARD TRIMMING,16680,3,3
529820,HORNSBY BEND,2017-04-18 13:10:00,BRUSH,5680,3,6
312577,TDS - MRF,2017-04-18 13:12:00,RECYCLING - SINGLE STREAM,8740,4,2
495256,HORNSBY BEND,2017-04-18 13:14:00,YARD TRIMMING,920,3,3
340405,ONION CREEK,2017-04-18 13:15:00,SWEEPING,0,5,4
519767,TDS - MRF,2017-04-18 13:16:00,RECYCLING - SINGLE STREAM,8400,4,2
458355,TDS - MRF,2017-04-18 13:21:00,RECYCLING - SINGLE STREAM,6860,4,2
38299,TDS - MRF,2017-04-18 13:21:00,RECYCLING - SINGLE STREAM,5240,4,2
475756,BALCONES RECYCLING,2017-04-18 13:22:00,RECYCLING - SINGLE STREAM,12640,2,2
162268,TDS LANDFILL,2017-04-18 13:24:00,GARBAGE COLLECTIONS,23720,1,1
302775,TDS - MRF,2017-04-18 13:25:00,RECYCLING - SINGLE STREAM,6220,4,2
259175,ONION CREEK,2017-04-18 13:30:00,SWEEPING,0,5,4
442538,ONION CREEK,2017-04-18 13:30:00,SWEEPING,0,5,4
54734,TDS LANDFILL,2017-04-18 13:36:00,GARBAGE COLLECTIONS,22380,1,1
385958,TDS - MRF,2017-04-18 13:39:00,RECYCLING - SINGLE STREAM,1960,4,2
55558,TDS LANDFILL,2017-04-18 13:39:00,GARBAGE COLLECTIONS,17240,1,1
29914,TDS - MRF,2017-04-18 13:40:00,RECYCLING - SINGLE STREAM,2400,4,2
20294,TDS - MRF,2017-04-18 13:40:00,RECYCLING - SINGLE STREAM,3100,4,2
52888,TDS - MRF,2017-04-18 13:43:00,RECYCLING - SINGLE STREAM,4500,4,2
328764,TDS LANDFILL,2017-04-18 13:43:00,GARBAGE COLLECTIONS,14860,1,1
344239,TDS LANDFILL,2017-04-18 13:44:00,GARBAGE COLLECTIONS,18660,1,1
275158,ONION CREEK,2017-04-18 13:45:00,SWEEPING,0,5,4
504861,TDS - MRF,2017-04-18 13:45:00,RECYCLING - SINGLE STREAM,10240,4,2
43195,HORNSBY BEND,2017-04-18 13:50:00,YARD TRIMMING,17340,3,3
538737,TDS - MRF,2017-04-18 13:50:00,RECYCLING - SINGLE STREAM,22000,4,2
563242,BALCONES RECYCLING,2017-04-18 13:53:00,RECYCLING - SINGLE STREAM,3100,2,2
399243,HORNSBY BEND,2017-04-18 13:56:00,YARD TRIMMING,16080,3,3
525221,HORNSBY BEND,2017-04-18 13:57:00,YARD TRIMMING,12480,3,3
223557,HORNSBY BEND,2017-04-18 13:58:00,YARD TRIMMING,16220,3,3
163845,HORNSBY BEND,2017-04-18 14:02:00,YARD TRIMMING,14140,3,3
554350,HORNSBY BEND,2017-04-18 14:03:00,YARD TRIMMING,4240,3,3
50267,TDS - MRF,2017-04-18 14:03:00,RECYCLING - SINGLE STREAM,2840,4,2
429653,TDS - MRF,2017-04-18 14:06:00,RECYCLING - SINGLE STREAM,3280,4,2
59166,HORNSBY BEND,2017-04-18 14:10:00,BRUSH,8100,3,6
245152,HORNSBY BEND,2017-04-18 14:17:00,YARD TRIMMING,15440,3,3
489486,TDS - MRF,2017-04-18 14:18:00,RECYCLING - SINGLE STREAM,9400,4,2
286111,TDS LANDFILL,2017-04-18 14:20:00,GARBAGE COLLECTIONS,20720,1,1
470046,HORNSBY BEND,2017-04-18 14:22:00,YARD TRIMMING,21080,3,3
346359,HORNSBY BEND,2017-04-18 14:24:00,BRUSH,14800,3,6
410392,TDS LANDFILL,2017-04-18 14:24:00,GARBAGE COLLECTIONS,23300,1,1
129971,TDS LANDFILL,2017-04-18 14:29:00,GARBAGE COLLECTIONS,20640,1,1
125525,TDS - MRF,2017-04-18 14:30:00,RECYCLING - SINGLE STREAM,12460,4,2
149107,TDS LANDFILL,2017-04-18 14:35:00,GARBAGE COLLECTIONS,17340,1,1
447624,TDS LANDFILL,2017-04-18 14:36:00,GARBAGE COLLECTIONS,19300,1,1
430505,TDS - MRF,2017-04-18 14:37:00,RECYCLING - SINGLE STREAM,11480,4,2
87181,TDS LANDFILL,2017-04-18 14:41:00,GARBAGE COLLECTIONS,24020,1,1
109596,TDS LANDFILL,2017-04-18 14:42:00,GARBAGE COLLECTIONS,22860,1,1
221358,TDS LANDFILL,2017-04-18 14:45:00,GARBAGE COLLECTIONS,22140,1,1
147431,TDS - MRF,2017-04-18 14:52:00,RECYCLING - SINGLE STREAM,3700,4,2
309228,TDS LANDFILL,2017-04-18 14:52:00,GARBAGE COLLECTIONS,21560,1,1
77873,TDS LANDFILL,2017-04-18 14:55:00,GARBAGE COLLECTIONS,24560,1,1
173268,HORNSBY BEND,2017-04-18 15:14:00,BRUSH,8840,3,6
318785,HORNSBY BEND,2017-04-18 15:29:00,BRUSH,5940,3,6
436216,HORNSBY BEND,2017-04-18 15:33:00,BRUSH,8680,3,6
3427,HORNSBY BEND,2017-04-18 15:41:00,BRUSH,7400,3,6
165833,HORNSBY BEND,2017-04-18 15:53:00,BRUSH,6500,3,6
102698,TDS LANDFILL,2017-04-19 00:00:00,BULK,12700,1,5
336875,TDS LANDFILL,2017-04-19 00:00:00,BULK,9760,1,5
520500,TDS LANDFILL,2017-04-19 00:00:00,BULK,10460,1,5
23310,TDS LANDFILL,2017-04-19 00:00:00,BULK,9760,1,5
320063,TDS LANDFILL,2017-04-19 00:00:00,BULK,7900,1,5
98311,TDS LANDFILL,2017-04-19 00:00:00,BULK,11220,1,5
12465,TDS LANDFILL,2017-04-19 00:00:00,BULK,5820,1,5
308649,TDS LANDFILL,2017-04-19 00:00:00,BULK,7440,1,5
203142,TDS LANDFILL,2017-04-19 00:00:00,DEAD ANIMAL,80,1,7
15505,TDS LANDFILL,2017-04-19 00:00:00,BULK,12900,1,5
77370,TDS LANDFILL,2017-04-19 00:00:00,BULK,7320,1,5
327829,TDS LANDFILL,2017-04-19 00:00:00,BULK,12320,1,5
158768,TDS LANDFILL,2017-04-19 00:00:00,BULK,4200,1,5
487591,TDS LANDFILL,2017-04-19 00:00:00,BULK,8940,1,5
80552,TDS LANDFILL,2017-04-19 00:00:00,BULK,10760,1,5
133016,TDS LANDFILL,2017-04-19 00:00:00,BULK,8640,1,5
444446,TDS LANDFILL,2017-04-19 00:00:00,DEAD ANIMAL,80,1,7
244050,TDS LANDFILL,2017-04-19 00:00:00,BULK,6240,1,5
314614,TDS LANDFILL,2017-04-19 00:00:00,BULK,9800,1,5
3184,ONION CREEK,2017-04-19 05:20:00,SWEEPING,0,5,4
128443,ONION CREEK,2017-04-19 06:20:00,SWEEPING,0,5,4
348194,HORNSBY BEND,2017-04-19 07:02:00,YARD TRIMMING,6300,3,3
153692,HORNSBY BEND,2017-04-19 07:29:00,BRUSH,11420,3,6
50002,BALCONES RECYCLING,2017-04-19 07:39:00,RECYCLING - SINGLE STREAM,6040,2,2
458861,TDS LANDFILL,2017-04-19 08:17:00,SWEEPING,10300,1,4
29899,TDS LANDFILL,2017-04-19 08:34:00,GARBAGE COLLECTIONS,24154,1,1
550491,TDS LANDFILL,2017-04-19 08:51:00,SWEEPING,17760,1,4
505001,BALCONES RECYCLING,2017-04-19 09:00:00,RECYCLING - SINGLE STREAM,12860,2,2
482168,BALCONES RECYCLING,2017-04-19 09:00:00,RECYCLING - SINGLE STREAM,6540,2,2
420048,HORNSBY BEND,2017-04-19 09:06:00,BRUSH,9820,3,6
228058,ON ROUTE HIGH DUMP,2017-04-19 09:20:00,SWEEPING,0,7,4
521393,ON ROUTE HIGH DUMP,2017-04-19 09:25:00,SWEEPING,0,7,4
502056,ON ROUTE HIGH DUMP,2017-04-19 09:47:00,SWEEPING,0,7,4
385322,BALCONES RECYCLING,2017-04-19 09:48:00,RECYCLING - SINGLE STREAM,12080,2,2
436248,BRAKER SITE,2017-04-19 09:52:00,YARD TRIMMING,16500,6,3
262125,BALCONES RECYCLING,2017-04-19 10:00:00,RECYCLING - SINGLE STREAM,13580,2,2
465876,BALCONES RECYCLING,2017-04-19 10:00:00,RECYCLING - SINGLE STREAM,9320,2,2
292914,TDS LANDFILL,2017-04-19 10:00:00,GARBAGE COLLECTIONS,9260,1,1
266838,BALCONES RECYCLING,2017-04-19 10:07:00,RECYCLING - SINGLE STREAM,11417,2,2
343100,ON ROUTE HIGH DUMP,2017-04-19 10:13:00,SWEEPING,0,7,4
286084,BALCONES RECYCLING,2017-04-19 10:21:00,RECYCLING - SINGLE STREAM,4580,2,2
78909,BALCONES RECYCLING,2017-04-19 10:25:00,RECYCLING - SINGLE STREAM,11140,2,2
14104,TDS LANDFILL,2017-04-19 10:27:00,GARBAGE COLLECTIONS,12000,1,1
140107,TDS LANDFILL,2017-04-19 10:30:00,GARBAGE COLLECTIONS,22160,1,1
167876,BALCONES RECYCLING,2017-04-19 10:31:00,RECYCLING - SINGLE STREAM,9720,2,2
468289,HORNSBY BEND,2017-04-19 10:32:00,YARD TRIMMING,16500,3,3
92362,BALCONES RECYCLING,2017-04-19 10:35:00,RECYCLING - SINGLE STREAM,10900,2,2
291777,HORNSBY BEND,2017-04-19 10:36:00,BRUSH,10060,3,6
550981,BALCONES RECYCLING,2017-04-19 10:40:00,RECYCLING - SINGLE STREAM,12120,2,2
161590,TDS LANDFILL,2017-04-19 10:41:00,GARBAGE COLLECTIONS,8900,1,1
324403,BALCONES RECYCLING,2017-04-19 10:44:00,RECYCLING - SINGLE STREAM,12740,2,2
476537,BALCONES RECYCLING,2017-04-19 10:44:00,RECYCLING - SINGLE STREAM,12020,2,2
16084,ON ROUTE HIGH DUMP,2017-04-19 10:45:00,SWEEPING,0,7,4
451889,TDS LANDFILL,2017-04-19 10:47:00,GARBAGE COLLECTIONS,8280,1,1
3475,HORNSBY BEND,2017-04-19 10:50:00,BRUSH,10920,3,6
344874,BALCONES RECYCLING,2017-04-19 10:55:00,RECYCLING - SINGLE STREAM,5680,2,2
276298,TDS LANDFILL,2017-04-19 10:57:00,GARBAGE COLLECTIONS,7320,1,1
396297,BALCONES RECYCLING,2017-04-19 10:59:00,RECYCLING - SINGLE STREAM,8700,2,2
388662,TDS LANDFILL,2017-04-19 11:00:00,GARBAGE COLLECTIONS,13680,1,1
167351,HORNSBY BEND,2017-04-19 11:00:00,BRUSH,8380,3,6
224047,BALCONES RECYCLING,2017-04-19 11:00:00,RECYCLING - SINGLE STREAM,13033,2,2
510419,TDS LANDFILL,2017-04-19 11:01:00,GARBAGE COLLECTIONS,8820,1,1
22184,BALCONES RECYCLING,2017-04-19 11:01:00,RECYCLING - SINGLE STREAM,10120,2,2
524836,TDS LANDFILL,2017-04-19 11:03:00,GARBAGE COLLECTIONS,11460,1,1
410962,BALCONES RECYCLING,2017-04-19 11:04:00,RECYCLING - SINGLE STREAM,5660,2,2
433322,HORNSBY BEND,2017-04-19 11:05:00,BRUSH,6060,3,6
525376,TDS LANDFILL,2017-04-19 11:05:00,GARBAGE COLLECTIONS,10940,1,1
236747,TDS LANDFILL,2017-04-19 11:07:00,GARBAGE COLLECTIONS,16420,1,1
529832,TDS LANDFILL,2017-04-19 11:11:00,GARBAGE COLLECTIONS,10040,1,1
72897,TDS LANDFILL,2017-04-19 11:11:00,GARBAGE COLLECTIONS,15200,1,1
240580,BALCONES RECYCLING,2017-04-19 11:13:00,RECYCLING - SINGLE STREAM,10760,2,2
490907,BRAKER SITE,2017-04-19 11:15:00,YARD TRIMMING,16500,6,3
368149,BALCONES RECYCLING,2017-04-19 11:18:00,RECYCLING - SINGLE STREAM,2020,2,2
272392,ON ROUTE HIGH DUMP,2017-04-19 11:20:00,SWEEPING,0,7,4
123944,TDS LANDFILL,2017-04-19 11:26:00,GARBAGE COLLECTIONS,15080,1,1
341389,BALCONES RECYCLING,2017-04-19 11:30:00,RECYCLING - SINGLE STREAM,8940,2,2
458870,TDS LANDFILL,2017-04-19 11:36:00,GARBAGE COLLECTIONS,3000,1,1
95115,BALCONES RECYCLING,2017-04-19 11:40:00,RECYCLING - SINGLE STREAM,9960,2,2
483473,TDS LANDFILL,2017-04-19 11:43:00,GARBAGE COLLECTIONS,22920,1,1
137834,TDS LANDFILL,2017-04-19 11:45:00,GARBAGE COLLECTIONS,7400,1,1
216574,ONION CREEK,2017-04-19 11:50:00,SWEEPING,0,5,4
152907,TDS LANDFILL,2017-04-19 11:53:00,GARBAGE COLLECTIONS,17460,1,1
330856,TDS LANDFILL,2017-04-19 11:53:00,MIXED LITTER,4480,1,7
528686,TDS LANDFILL,2017-04-19 11:54:00,GARBAGE COLLECTIONS,13840,1,1
486858,ONION CREEK,2017-04-19 11:54:00,SWEEPING,0,5,4
410167,BRAKER SITE,2017-04-19 11:55:00,YARD TRIMMING,16500,6,3
325570,TDS - MRF,2017-04-19 11:56:00,RECYCLING - SINGLE STREAM,12760,4,2
209213,BRAKER SITE,2017-04-19 12:00:00,YARD TRIMMING,16500,6,3
342601,BRAKER SITE,2017-04-19 12:05:00,YARD TRIMMING,16500,6,3
132062,TDS LANDFILL,2017-04-19 12:09:00,GARBAGE COLLECTIONS,8180,1,1
472249,ORGANICS BY GOSH,2017-04-19 12:09:00,YARD TRIMMING,6860,8,3
182356,TDS LANDFILL,2017-04-19 12:10:00,GARBAGE COLLECTIONS,23220,1,1
424092,HORNSBY BEND,2017-04-19 12:13:00,BRUSH,10080,3,6
30426,TDS - MRF,2017-04-19 12:13:00,RECYCLING - SINGLE STREAM,320,4,2
76661,TDS LANDFILL,2017-04-19 12:24:00,GARBAGE COLLECTIONS,13160,1,1
203061,TDS LANDFILL,2017-04-19 12:25:00,GARBAGE COLLECTIONS,20500,1,1
214808,HORNSBY BEND,2017-04-19 12:26:00,YARD TRIMMING,18780,3,3
85792,ONION CREEK,2017-04-19 12:30:00,SWEEPING,0,5,4
511289,TDS LANDFILL,2017-04-19 12:31:00,SWEEPING,4820,1,4
472999,TDS LANDFILL,2017-04-19 12:32:00,GARBAGE COLLECTIONS,25200,1,1
139253,TDS LANDFILL,2017-04-19 12:45:00,GARBAGE COLLECTIONS,10920,1,1
50831,BRAKER SITE,2017-04-19 12:50:00,YARD TRIMMING,16500,6,3
49014,HORNSBY BEND,2017-04-19 12:53:00,BRUSH,9860,3,6
288645,TDS LANDFILL,2017-04-19 13:00:00,GARBAGE COLLECTIONS,23540,1,1
70249,BALCONES RECYCLING,2017-04-19 13:00:00,RECYCLING - SINGLE STREAM,10380,2,2
234657,BALCONES RECYCLING,2017-04-19 13:00:00,RECYCLING - SINGLE STREAM,8280,2,2
315701,ON ROUTE HIGH DUMP,2017-04-19 13:05:00,SWEEPING,0,7,4
452692,BRAKER SITE,2017-04-19 13:08:00,YARD TRIMMING,16500,6,3
389174,BRAKER SITE,2017-04-19 13:10:00,YARD TRIMMING,16500,6,3
153892,ORGANICS BY GOSH,2017-04-19 13:12:00,YARD TRIMMING,17760,8,3
285118,BALCONES RECYCLING,2017-04-19 13:14:00,RECYCLING - SINGLE STREAM,2900,2,2
507443,TDS LANDFILL,2017-04-19 13:14:00,GARBAGE COLLECTIONS,6320,1,1
446538,TDS LANDFILL,2017-04-19 13:15:00,GARBAGE COLLECTIONS,27280,1,1
467352,ONION CREEK,2017-04-19 13:20:00,SWEEPING,0,5,4
287588,TDS LANDFILL,2017-04-19 13:22:00,GARBAGE COLLECTIONS,20800,1,1
555661,TDS LANDFILL,2017-04-19 13:25:00,GARBAGE COLLECTIONS,25020,1,1
4870,ONION CREEK,2017-04-19 13:30:00,SWEEPING,0,5,4
419660,BALCONES RECYCLING,2017-04-19 13:35:00,RECYCLING - SINGLE STREAM,11598,2,2
75440,BALCONES RECYCLING,2017-04-19 13:43:00,RECYCLING - SINGLE STREAM,8440,2,2
560900,ORGANICS BY GOSH,2017-04-19 13:46:00,YARD TRIMMING,11960,8,3
31728,TDS LANDFILL,2017-04-19 13:47:00,GARBAGE COLLECTIONS,3080,1,1
66571,ORGANICS BY GOSH,2017-04-19 13:47:00,YARD TRIMMING,13740,8,3
167762,HORNSBY BEND,2017-04-19 13:53:00,BRUSH,7240,3,6
452506,BALCONES RECYCLING,2017-04-19 14:00:00,RECYCLING - SINGLE STREAM,5893,2,2
444845,TDS LANDFILL,2017-04-19 14:00:00,GARBAGE COLLECTIONS,27520,1,1
90751,BALCONES RECYCLING,2017-04-19 14:00:00,RECYCLING - SINGLE STREAM,12620,2,2
210381,BALCONES RECYCLING,2017-04-19 14:00:00,RECYCLING - SINGLE STREAM,10360,2,2
318690,TDS LANDFILL,2017-04-19 14:01:00,GARBAGE COLLECTIONS,24460,1,1
564359,TDS LANDFILL,2017-04-19 14:03:00,GARBAGE COLLECTIONS,28160,1,1
476340,BALCONES RECYCLING,2017-04-19 14:03:00,RECYCLING - SINGLE STREAM,12520,2,2
372281,TDS LANDFILL,2017-04-19 14:04:00,GARBAGE COLLECTIONS,25340,1,1
436618,HORNSBY BEND,2017-04-19 14:08:00,BRUSH,11560,3,6
207335,TDS LANDFILL,2017-04-19 14:11:00,GARBAGE COLLECTIONS,22260,1,1
330426,BALCONES RECYCLING,2017-04-19 14:14:00,RECYCLING - SINGLE STREAM,9540,2,2
424399,TDS LANDFILL,2017-04-19 14:15:00,GARBAGE COLLECTIONS,27000,1,1
552637,ORGANICS BY GOSH,2017-04-19 14:16:00,YARD TRIMMING,15480,8,3
531808,HORNSBY BEND,2017-04-19 14:16:00,YARD TRIMMING,16020,3,3
364399,ORGANICS BY GOSH,2017-04-19 14:17:00,YARD TRIMMING,16120,8,3
563499,BALCONES RECYCLING,2017-04-19 14:23:00,RECYCLING - SINGLE STREAM,5240,2,2
41882,BALCONES RECYCLING,2017-04-19 14:27:00,RECYCLING - SINGLE STREAM,14540,2,2
427518,TDS LANDFILL,2017-04-19 14:28:00,GARBAGE COLLECTIONS,27180,1,1
81616,TDS LANDFILL,2017-04-19 14:30:00,GARBAGE COLLECTIONS,25880,1,1
33251,TDS LANDFILL,2017-04-19 14:32:00,GARBAGE COLLECTIONS,18720,1,1
540460,BALCONES RECYCLING,2017-04-19 14:32:00,RECYCLING - SINGLE STREAM,10357,2,2
76043,TDS LANDFILL,2017-04-19 14:34:00,GARBAGE COLLECTIONS,27260,1,1
196725,TDS LANDFILL,2017-04-19 14:34:00,GARBAGE COLLECTIONS,20820,1,1
366631,BALCONES RECYCLING,2017-04-19 14:37:00,RECYCLING - SINGLE STREAM,10360,2,2
252766,BALCONES RECYCLING,2017-04-19 14:38:00,RECYCLING - SINGLE STREAM,3340,2,2
239623,BALCONES RECYCLING,2017-04-19 14:40:00,RECYCLING - SINGLE STREAM,9520,2,2
453713,BALCONES RECYCLING,2017-04-19 14:44:00,RECYCLING - SINGLE STREAM,17050,2,2
333690,BALCONES RECYCLING,2017-04-19 14:53:00,RECYCLING - SINGLE STREAM,9700,2,2
27761,TDS LANDFILL,2017-04-19 14:54:00,GARBAGE COLLECTIONS,28700,1,1
198350,TDS LANDFILL,2017-04-19 14:54:00,GARBAGE COLLECTIONS,28460,1,1
543276,TDS LANDFILL,2017-04-19 14:54:00,GARBAGE COLLECTIONS,27720,1,1
426849,BALCONES RECYCLING,2017-04-19 14:55:00,RECYCLING - SINGLE STREAM,13140,2,2
406910,ORGANICS BY GOSH,2017-04-19 14:56:00,YARD TRIMMING,15300,8,3
371273,BALCONES RECYCLING,2017-04-19 14:59:00,RECYCLING - SINGLE STREAM,8820,2,2
417,TDS LANDFILL,2017-04-19 14:59:00,GARBAGE COLLECTIONS,19800,1,1
458898,TDS LANDFILL,2017-04-19 15:00:00,GARBAGE COLLECTIONS,25960,1,1
114446,BALCONES RECYCLING,2017-04-19 15:00:00,RECYCLING - SINGLE STREAM,10640,2,2
332672,TDS LANDFILL,2017-04-19 15:00:00,GARBAGE COLLECTIONS,29300,1,1
269639,BALCONES RECYCLING,2017-04-19 15:09:00,RECYCLING - SINGLE STREAM,10080,2,2
264695,BALCONES RECYCLING,2017-04-19 15:13:00,RECYCLING - SINGLE STREAM,5010,2,2
302049,TDS LANDFILL,2017-04-19 15:15:00,GARBAGE COLLECTIONS,22380,1,1
287155,BALCONES RECYCLING,2017-04-19 15:15:00,RECYCLING - SINGLE STREAM,8740,2,2
518302,HORNSBY BEND,2017-04-19 15:27:00,BRUSH,10220,3,6
477842,HORNSBY BEND,2017-04-19 15:31:00,BRUSH,7700,3,6
432734,HORNSBY BEND,2017-04-19 15:34:00,YARD TRIMMING,2220,3,3
418366,HORNSBY BEND,2017-04-19 15:44:00,BRUSH,8440,3,6
77133,HORNSBY BEND,2017-04-19 15:46:00,YARD TRIMMING,10820,3,3
301903,TDS LANDFILL,2017-04-19 15:48:00,GARBAGE COLLECTIONS,11760,1,1
276735,TDS LANDFILL,2017-04-19 15:49:00,GARBAGE COLLECTIONS,10240,1,1
